,Line,Time,Speaker,Discussion,Clean,Topics
1485,1485,1:12:00,AJ,on that haven't we? in terms of the  you mean in terms of the spring ,term mean term spring,term spring mean
1486,1486,1:12:00,AJ,loading and things like that,loading thing,loading thing
112,1487,1:12:00,Jamie,yeah I just wondered if you wanted to organise it in some sort of more ,wondered wanted organise sort,organise sort wanted
113,1488,1:12:00,Jamie,sketches rather than what's ,sketch rather,sketch rather
178,1491,1:12:00,Tony,well do you want to try?,well want,want well
179,1493,1:12:00,Tony,does does anyone see anything very much wrong,doe doe anyone see anything much wrong,doe wrong much
1494,1494,1:13:00,AJ,yeah that's a good idea,good idea,good idea
114,1495,1:13:00,Jamie,well that's one idea and that has the that has a two outer that has an outer ,well one idea ha ha two outer ha outer,ha outer idea
115,1496,1:13:00,Jamie,limit how far the slider can move,limit far slider move,slider limit move
116,1499,1:13:00,Jamie,that controls  there is obviously it stays at an angle until you get to the ,control obviously stay angle get,stay angle control
117,1500,1:13:00,Jamie,maximum angle and then if all,maximum angle,angle maximum
1502,1502,1:13:00,AJ,and then it could switch off couldn't it? if it w  if it was hitting a certain ,could switch could wa hitting certain,switch hitting wa
1503,1503,1:13:00,AJ,angle it could switch off,angle could switch,angle switch could
118,1504,1:13:00,Jamie,you'd need an additional partner mechanism    so you could switch you ,need additional partner mechanism could switch,partner mechanism additional
119,1505,1:13:00,Jamie,could have that  you could have the contacts on top and bottom of that ,could could contact top bottom,bottom contact top
120,1508,1:13:00,Jamie,and then they could stay do they really need to stay in contact well if you ,could stay really need stay contact well,stay contact need
121,1509,1:13:00,Jamie,don't press hard enough then       edge and if you go over it if you come too ,press hard enough edge go come,hard press edge
122,1510,1:13:00,Jamie,high an angle,high angle,angle high
149,1511,1:13:00,Tom,yeah you need er,need er,er need
123,1514,1:13:00,Jamie,or you could have the cylinder that moved in some slots,could cylinder moved slot,slot cylinder moved
124,1516,1:14:00,Jamie,so that this can move that way,move way,move way
125,1518,1:14:00,Jamie,but what you cant do is it can't the print head can’t tilt back or forward ,cant cannot print head cannot tilt back forward,head forward print
1520,1520,1:14:00,AJ,they're in a fixed position yeah,fixed position,fixed position
126,1521,1:14:00,Jamie,this this stays at a fixed angle it can move up and down,stay fixed angle move,angle fixed move
127,1523,1:14:00,Jamie,and side to side its fixed that way,side side fixed way,side fixed way
1526,1526,1:14:00,AJ,the print head relative to the pen,print head relative pen,head pen print
150,1528,1:14:00,Tom,I'm sorry I'm just thinking about I think there's probably a geometry that ,sorry thinking probably geometry,geometry thinking probably
151,1529,1:14:00,Tom,could do it with just one switch ,could one switch,switch could one
152,1532,1:14:00,Tom,that when you come too far over the pen starts moving back in and so ,come far pen start moving back,pen start back
153,1533,1:15:00,Tom,      back in and therefore the switch comes off,back therefore switch come,back switch come
154,1535,1:15:00,Tom,before it looses contact you know it depends on the shape of the case work ,loos contact know depends shape case work,loos work shape
155,1538,1:15:00,Tom,the outside bit,outside bit,bit outside
180,1539,1:15:00,Tony,yeah the thing that we did a few years ago which had a kind of sort of ,thing year ago kind sort,thing sort ago
181,1540,1:15:00,Tony,forced balanced print head we tend to do fairly wide print heads to try and ,forced balanced print head tend fairly wide print head,print head tend
182,1541,1:15:00,Tony,keep them in contact with the medium it appears a bit different less ,keep contact medium appears bit different le,le medium appears
183,1544,1:15:00,Tony,and on that we basically had a frame which brought the print head down ,basically frame brought print head,head frame basically
184,1545,1:15:00,Tony,brought the print head down,brought print head,brought head print
1552,1552,1:15:00,AJ,it’s like the old tape recorders isn't it?,old tape recorder,recorder tape old
185,1553,1:15:00,Tony,it finds its own level,find level,find level
186,1555,1:15:00,Tony,and the force is applied to this that's right the print head just like this erm,force applied right print head erm,print force applied
187,1557,1:16:00,Tony,on a carrier as well,carrier well,carrier well
1558,1558,1:16:00,AJ,could it work this way as well?,could work way well,work could way
128,1560,1:16:00,Jamie,what you always want to combine is something that when you press you ,always want combine something press,combine press always
129,1561,1:16:00,Jamie,press media so that you've made contact      circuit you over pressurise it ,press medium made contact circuit pressurise,press made circuit
130,1562,1:16:00,Jamie,and it goes past it ,go past,past go
131,1564,1:16:00,Jamie,so it doesn't work and then you've got you've got bottom out,doe work got got bottom,bottom doe work
132,1566,1:16:00,Jamie,sheath here brilliant idea and could you use these contacts and put them ,sheath brilliant idea could use contact put,put idea sheath
133,1567,1:16:00,Jamie,in 3D could be one could be one here and there we only need two in the ,could one could one need two,could need one
134,1568,1:16:00,Jamie,front and back so that as well as being in the right vertical position ie ,front back well right vertical position ie,vertical position back
135,1569,1:16:00,Jamie,actually touching paper so that it dissipates heat not press too far because ,actually touching paper dissipates heat press far,paper heat press
136,1570,1:16:00,Jamie,then it pops out the sheath and you're over pressurising it,pop sheath pressurising,pop pressurising sheath
137,1572,1:16:00,Jamie,but also something to do with the fact that these contacts if if as you say go ,also something fact contact say go,fact contact say
138,1573,1:17:00,Jamie,over an angle then you notice that central thing comes away from one side,angle notice central thing come away one side,notice thing side
139,1575,1:17:00,Jamie,you know the distances between the edge of these      ,know distance edge,distance edge know
140,1577,1:17:00,Jamie,the distance between the edges of these things and the outer casing when ,distance edge thing outer casing,outer edge casing
141,1578,1:17:00,Jamie,you're at a small angle they move a little bit when you're at a big angle ,small angle move little bit big angle,angle move bit
142,1579,1:17:00,Jamie,one sides hard up against it the other one produces a gap and so you can ,one side hard one produce gap,produce side gap
143,1582,1:17:00,Jamie,could you have that front and back as well like a sort of cross,could front back well sort cross,sort cross back
144,1584,1:17:00,Jamie,and then you have to have all four things contacted like what you said ,four thing contacted said,contacted thing four
145,1587,1:17:00,Jamie,if you draw draw four contacts that have some compliance because they're ,draw draw four contact compliance,draw compliance contact
146,1588,1:17:00,Jamie,on a spring and then you've got your central four    points here this is ,spring got central four point,point spring central
147,1589,1:18:00,Jamie,going to be up then if you go in that plane,going go plane,plane go going
148,1590,1:18:00,Jamie,over an angle too much    ,angle much,angle much
156,1592,1:18:00,Tom,my arg what I was trying to say before is you could do it with one ,arg wa trying say could one,wa arg say
157,1593,1:18:00,Tom,switch if if the casework say the casework is comes out f further out errm ,switch casework say casework come errm,casework errm switch
158,1594,1:18:00,Tom,    it may or may not work   if you what it does is you've ,may may work doe,doe work may
159,1595,1:18:00,Tom,got one switch that if its but if its on and back i it works but then if you pivot ,got one switch back work pivot,switch work back
160,1596,1:18:00,Tom,pivot this can pivot a bit but it but it pivots more on the k  but the case ,pivot pivot bit pivot case,pivot bit case
161,1597,1:18:00,Tom,if you pivot a little bit on the c the case comes in contact and it starts to ,pivot little bit case come contact start,pivot contact bit
162,1598,1:18:00,Tom,come away,come away,away come
1599,1599,1:18:00,AJ,it could be shaped so it can only be yeah so ,could shaped,shaped could
163,1600,1:18:00,Tom,so that so that when it it doesn't actually ,doe actually,doe actually
164,1602,1:18:00,Tom,when it doesn't actually come away its guaranteed that its that its er that ,doe actually come away guaranteed er,doe guaranteed er
165,1603,1:19:00,Tom,its still on the paper,still paper,paper still
166,1605,1:19:00,Tom,sorry that's not really right explaining,sorry really right explaining,explaining really right
188,1606,1:19:00,Tony,don't we have to very much casework,much casework,casework much
167,1607,1:19:00,Tom,all I'm saying is is is that the if the amount of movement is here,saying amount movement,amount movement saying
168,1608,1:19:00,Tom,is bigger than     the amount of movement that the case ,bigger amount movement case,amount bigger case
169,1609,1:19:00,Tom,will allow then sort of  I'm not really sure that you need you need the case ,allow sort really sure need need case,sort case need
170,1610,1:19:00,Tom,at all its just its just sort of I'm just worried about this switch is going to ,sort worried switch going,worried sort switch
171,1611,1:19:00,Tom,have a tolerance factor so its going to be er guaranteeing that you switch off ,tolerance factor going er guaranteeing switch,switch tolerance er
172,1612,1:19:00,Tom,when before you come away,come away,away come
189,1613,1:19:00,Tony,yeah you might get a switch on the side mightn't you? because what you ,might get switch side might,switch side get
190,1614,1:20:00,Tony,want to have happen is ,want happen,happen want
191,1616,1:20:00,Tony,you need to be able to accommodate more in the mechanism than for ,need able accommodate mechanism,accommodate mechanism able
192,1617,1:20:00,Tony,contact purposes,contact purpose,contact purpose
193,1619,1:20:00,Tony,because what you don't want to have happen is that they come off the print ,want happen come print,happen print come
194,1620,1:20:00,Tony,head to come off before      ,head come,head come
173,1621,1:20:00,Tom,yeah but there must be there must be a mechanism that allows that has one ,must must mechanism allows ha one,ha mechanism allows
174,1622,1:20:00,Tom,switch that says everything that I need all in is in contact,switch say everything need contact,switch contact say
1623,1623,1:20:00,AJ,but what's qui if you wanted to have a certain angle       if you if you  ,qui wanted certain angle,angle wanted qui
175,1624,1:20:00,Tom, sorry I can’t ,sorry cannot,cannot sorry
1625,1625,1:20:00,AJ, had the mechanism like that so the actual pen width is so this way right so ,mechanism actual pen width way right,pen actual mechanism
1626,1626,1:20:00,AJ,you write like that but this bit you actually turn that way yeah?,write bit actually turn way,turn write bit
1628,1628,1:20:00,AJ,so that means if you write left han  right handed or if you drag right ,mean write left han right handed drag right,han left drag
1629,1629,1:20:00,AJ,handed along the paper that way to be at the right angle and switched on ,handed along paper way right angle switched,paper switched handed
1630,1630,1:21:00,AJ,you will only need to touch that side and it will always be if it's in the ,need touch side always,touch side always
1631,1631,1:21:00,AJ,right angle it will switch on because it will touch that side if it's on left ,right angle switch touch side left,switch touch angle
1632,1632,1:21:00,AJ,handed mode ie your       it would be the opposite side then you have to ,handed mode ie would opposite side,side mode handed
1633,1633,1:21:00,AJ,switch on that side that switches on for the left handed,switch side switch left handed,switch handed left
149,1634,1:21:00,Jamie,that's an idea probably for a feature left or right handed mode ,idea probably feature left right handed mode,mode left feature
1635,1635,1:21:00,AJ,yeah    see what I mean,see mean,mean see
1637,1637,1:21:00,AJ,well you'll hold it in the opposite way won't you? it depends on how you ,well hold opposite way depends,opposite depends hold
1638,1638,1:21:00,AJ,shape th the product as well but I think you certainly have to bear it in ,shape th product well certainly bear,shape product bear
1639,1639,1:21:00,AJ,mind that there's you know       ,mind know,mind know
150,1640,1:21:00,Jamie, I think  I think imagine imagine this was a plot a point some line here if ,imagine imagine wa plot point line,imagine point plot
151,1641,1:21:00,Jamie,you had to apply some force you could drag by pushing down and you ,apply force could drag pushing,force drag apply
152,1642,1:21:00,Jamie,could also push by pushing down drag left handed or push right handed,could also push pushing drag left handed push right handed,handed push drag
153,1644,1:22:00,Jamie,followed by a force,followed force,force followed
154,1646,1:22:00,Jamie,remember there doesn’t have to be something happening did you say,remember doe something happening say,remember doe happening
176,1648,1:22:00,Tom,yeah the force isn't necessarily erm,force necessarily erm,erm force necessarily
1651,1651,1:22:00,AJ,but it’s about it's about the angle being right switching the if you if you ,angle right switching,angle switching right
1652,1652,1:22:00,AJ,make sure that the angle if the angles in the right way then it switches on ,make sure angle angle right way switch,angle switch make
1653,1653,1:22:00,AJ,so it will switch on when its like that I suppose it will still switch on when ,switch suppose still switch,switch suppose still
177,1655,1:22:00,Tom,yeah can i  can I explain something before ,explain something,explain something
178,1657,1:22:00,Tom,because I didn't explain it right before so if that's if you come to a tilt ,explain right come tilt,explain tilt come
179,1658,1:22:00,Tom,here right then the head can come out      you design it so the ,right head come design,design head come
180,1661,1:22:00,Tom,and its still in contact with the paper and everything's hunky dory but it ,still contact paper everything hunky dory,contact paper dory
181,1662,1:23:00,Tom,has come forward a distance,ha come forward distance,ha distance forward
182,1665,1:23:00,Tom,carry on if you carry on with this and this and this is where you know this ,carry carry know,carry know
183,1666,1:23:00,Tom,is where it can't errm accommodate that wrong angle,cannot errm accommodate wrong angle,errm wrong accommodate
184,1668,1:23:00,Tom,then then its switched off anyway,switched anyway,switched anyway
185,1671,1:23:00,Tom,just a straight just a straight switch here based based on this based on this ,straight straight switch based based based,based straight switch
186,1672,1:23:00,Tom,distance there's a switch here,distance switch,distance switch
187,1674,1:23:00,Tom,there's a switch there and then its got a certain travel you know a certain ,switch got certain travel know certain,switch travel certain
188,1675,1:23:00,Tom,tolerance it works it's it's either on or off between here or here,tolerance work either,tolerance work either
195,1676,1:23:00,Tony,there’s another you could in various ways imagine a sort of disc idea ,another could various way imagine sort disc idea,disc sort idea
196,1677,1:23:00,Tony,which could be anything actually anything fastened to this and rotating,could anything actually anything fastened rotating,fastened rotating actually
197,1679,1:23:00,Tony,you just put a window in there somewhere and poke a       through it in ,put window somewhere poke,poke put window
198,1683,1:24:00,Tony,so one edge defines too far right one edge too far left,one edge defines far right one edge far left,edge left defines
189,1688,1:24:00,Tom, so there’s two ideas ,two idea,idea two
190,1692,1:24:00,Tom,that's that's quite good there’s either a mechanical,quite good either mechanical,good mechanical either
155,1698,1:24:00,Jamie,so there’s a minimum travel ,minimum travel,minimum travel
1702,1702,1:24:00,AJ,could you have the switch between the outer sleeves and this centre bit so ,could switch outer sleeve centre bit,sleeve switch bit
1703,1703,1:24:00,AJ,if its gone beyond this outer sleeve     then it switches off where as if its ,gone beyond outer sleeve switch,sleeve outer switch
1704,1704,1:24:00,AJ,   where as its if its too far in its switched off as well so the edges here ,far switched well edge,edge switched far
1705,1705,1:25:00,AJ,when they're when they're roughly at the same angle so when these two ,roughly angle two,angle roughly two
1706,1706,1:25:00,AJ,are in contact so they're either level or slightly behind it then they can be ,contact either level slightly behind,level slightly contact
1707,1707,1:25:00,AJ,on but if its too far out it wont be on because its not touching these ,far wont touching,touching wont far
1708,1708,1:25:00,AJ,erm outer sleeves and if its too far in it also wont be working ,erm outer sleeve far also wont working,sleeve outer wont
1710,1710,1:25:00,AJ,because they don't touch this outer angle here,touch outer angle,angle outer touch
199,1711,1:25:00,Tony,yeah I think there's going to be loads of ways to low cost switch,going load way low cost switch,switch load cost
200,1714,1:25:00,Tony,and there aren't going to be er,going er,er going
201,1716,1:25:00,Tony,depend upon final weight of the final mechanism ,depend upon final weight final mechanism,final mechanism depend
191,1717,1:25:00,Tom,yeah the point is that you can get away with an on switch,point get away switch,switch point away
1718,1718,1:25:00,AJ,but can we also are there any other ways of floating this head that you can ,also way floating head,floating head also
156,1720,1:25:00,Jamie,you could stick rather than springs and things you could just stick it on a ,could stick rather spring thing could stick,stick spring thing
157,1721,1:25:00,Jamie,on a rubbery pack or a film,rubbery pack film,film pack rubbery
77,1725,1:26:00,Charles,they start doing this sheath that hits first so th  if you fix that sheath onto ,start sheath hit first th fix sheath onto,sheath fix start
78,1726,1:26:00,Charles,a plunger that's sprung in a syringe when you push that in you have to ,plunger sprung syringe push,plunger push sprung
79,1727,1:26:00,Charles,push the air like that through a very small hole ,push air small hole,air hole push
80,1729,1:26:00,Charles,so you can’t do it quickly so you can't shock that thing that'll slo slow ,cannot quickly cannot shock thing slo slow,slow shock thing
81,1730,1:26:00,Charles,down and then it will slowly move back,slowly move back,back move slowly
82,1732,1:26:00,Charles,yeah but then when you take it off the paper it quickly pings back ,take paper quickly ping back,quickly ping back
83,1733,1:26:00,Charles,because this is a one way valve just a bit of rubber a flap of rubber,one way valve bit rubber flap rubber,rubber valve flap
84,1735,1:26:00,Charles,they'll be air in there so that spring quickly returns it back down to it’s ,air spring quickly return back,return quickly air
85,1736,1:26:00,Charles,protective position,protective position,position protective
86,1738,1:26:00,Charles,so bang it down its protected force will come on slowly but as soon as you ,bang protected force come slowly soon,slowly force bang
87,1739,1:26:00,Charles,take it off it pings back,take ping back,back ping take
202,1742,1:27:00,Tony,so its just good point actually   I was just thinking that ,good point actually wa thinking,thinking point wa
203,1743,1:27:00,Tony,relatively the carrier that the print head is on is quite heavy so if we ,relatively carrier print head quite heavy,print heavy carrier
204,1744,1:27:00,Tony, contact with the surface its going to have quite a bit ,contact surface going quite bit,surface bit contact
205,1745,1:27:00,Tony,of momentum still so erm,momentum still erm,erm momentum still
88,1746,1:27:00,Charles,oh I see what you mean so  ,see mean,mean see
206,1747,1:27:00,Tony,quite hard or something that its pressed onto ,quite hard something pressed onto,pressed hard quite
89,1748,1:27:00,Charles,yeah it needs to it needs to be protected so it can't travel further forward it ,need need protected cannot travel forward,protected travel forward
90,1749,1:27:00,Charles,can only go backwards,go backwards,backwards go
207,1750,1:27:00,Tony,yeah we don't want it to come off anything or it could hinge forward ,want come anything could hinge forward,forward hinge could
208,1751,1:27:00,Tony,under its own momentum and then sort of smash onto something,momentum sort smash onto something,smash momentum sort
209,1753,1:27:00,Tony,the only other thing here it’s a spring imagine that's imagine that touches the ,thing spring imagine imagine touch,imagine spring thing
210,1754,1:27:00,Tony,paper  protected the bottom ,paper protected bottom,bottom paper protected
211,1755,1:27:00,Tony,there's two forces there isn't there there's sort of the ,two force sort,force sort two
212,1756,1:28:00,Tony,momentum of the thing itself,momentum thing,momentum thing
213,1758,1:28:00,Tony,yeah its not going to be anything like this heavy is it,going anything heavy,heavy anything going
158,1759,1:28:00,Jamie,no well as I say you need to shock that down      ,well say need shock,shock need say
159,1762,1:28:00,Jamie,you're smash you're gonna smash the edge of this protective sheath ,smash gonna smash edge protective sheath,smash sheath edge
160,1763,1:28:00,Jamie,before this does anything in here,doe anything,doe anything
214,1764,1:28:00,Tony,yeah also they're not that      made out of ceramic and glass,also made ceramic glass,made ceramic glass
161,1765,1:28:00,Jamie,  I think that's I think that the other other protective thing is whether ,protective thing whether,protective thing whether
162,1766,1:28:00,Jamie,they smash it off the table before momentum,smash table momentum,momentum smash table
192,1768,1:28:00,Tom,It’s not it’s not really kids sort of throwing it down its also people ,really kid sort throwing also people,sort people throwing
215,1770,1:28:00,Tony,yeah if they bang it into concrete really hard ,bang concrete really hard,bang concrete hard
163,1771,1:28:00,Jamie,yeah but as I was saying if it was spring loaded then  you can smash the ,wa saying wa spring loaded smash,wa spring loaded
164,1772,1:29:00,Jamie,edge of this cos this is as soon as the force gets to here this is inside it ,edge co soon force get inside,inside force edge
1775,1775,1:29:00,AJ,what was the thing that you just wanted to sort of raise Tony about other ,wa thing wanted sort raise tony,wa thing raise
1776,1776,1:29:00,AJ,things you wanted to think about,thing wanted,thing wanted
216,1777,1:29:00,Tony,yes other ways besides      ,way besides,besides way
217,1779,1:29:00,Tony,or whatever that we could perhaps achieve holding this thing flat to the ,whatever could perhaps achieve holding thing flat,thing holding achieve
218,1780,1:29:00,Tony,surface the foam pads is an idea actually you could imagine,surface foam pad idea actually could imagine,imagine idea pad
219,1782,1:29:00,Tony,a foam pad with an aluminium carrier on the front of it and the print head ,foam pad aluminium carrier front print head,head front pad
220,1783,1:29:00,Tony,fastened to that and it can just squidge around ,fastened squidge around,fastened squidge around
221,1785,1:29:00,Tony,so yeah that would work it would also give you some a really cheap way ,would work would also give really cheap way,cheap work give
222,1786,1:29:00,Tony,of achieving a reasonable force a great density foam that could give you ,achieving reasonable force great density foam could give,give foam great
223,1787,1:29:00,Tony,the force of the print head ,force print head,force head print
224,1789,1:29:00,Tony,it could just recoil far enough it's a good idea actually,could recoil far enough good idea actually,good recoil idea
225,1791,1:29:00,Tony,that could work,could work,work could
1792,1792,1:29:00,AJ,you gonna hand out some bits of paper it’s alright isn't it?,gonna hand bit paper alright,hand gonna alright
165,1793,1:30:00,Jamie,a big sponge aluminium print head on the bottom all ,big sponge aluminium print head bottom,print bottom aluminium
166,1797,1:30:00,Jamie,I reck I reckon you move it around,reck reckon move around,reckon move reck
226,1798,1:30:00,Tony,yeah well you put this       ,well put,put well
227,1800,1:30:00,Tony,and it will just you've got spring and you've got some lovely,got spring got lovely,lovely spring got
1801,1801,1:30:00,AJ,could you even take that one further like you could build the foam around ,could even take one could build foam around,build foam one
1802,1802,1:30:00,AJ,the print head so you'd have to press the foam back to actually reveal the ,print head press foam back actually reveal,press head print
1803,1803,1:30:00,AJ,print head in the first place so it almost wraps round a little bit so if you ,print head first place almost wrap round little bit,bit round print
1804,1804,1:30:00,AJ,go like that the foam needs to,go foam need,foam go need
167,1805,1:30:00,Jamie, perhaps not wrapped around to the   extend in front of the housing,perhaps wrapped around extend front housing,housing front wrapped
1808,1808,1:30:00,AJ,so that you know you need to press the foam  ,know need press foam,foam press know
1810,1810,1:30:00,AJ,bit in before you actually start touching it,bit actually start touching,touching bit start
193,1811,1:30:00,Tom,yeah you need the foam to do some damping ,need foam damping,damping foam need
91,1812,1:30:00,Charles,so that's got to go somewhere,got go somewhere,go got somewhere
194,1813,1:31:00,Tom,yeah you need the foam to have tha that sort of this sort of ,need foam tha sort sort,sort foam tha
195,1815,1:31:00,Tom,where where it doesn't want to move fast,doe want move fast,doe fast move
228,1817,1:31:00,Tony,well has to be down,well ha,ha well
196,1818,1:31:00,Tom,we could we could have some sort of air bladder,could could sort air bladder,air bladder sort
168,1819,1:31:00,Jamie,I think it probably could be rubber ,probably could rubber,rubber could probably
92,1823,1:31:00,Charles,yeah the stuff they make wrist supports for erm,stuff make wrist support erm,support stuff erm
1824,1824,1:31:00,AJ,like the jelly stuff,jelly stuff,jelly stuff
197,1827,1:31:00,Tom,yeah well      gel does that,well gel doe,doe gel well
93,1828,1:31:00,Charles,yeah techno gel,techno gel,gel techno
1829,1829,1:31:00,AJ,yeah what brand what’s it called?,brand called,brand called
1831,1831,1:31:00,AJ,    any other ideas on the suppliers      we've talked a little ,idea supplier talked little,idea talked supplier
1832,1832,1:31:00,AJ,about air cushions and the sort of syringe type mechanism,air cushion sort syringe type mechanism,syringe mechanism air
1834,1834,1:31:00,AJ,any other ways that we could use sort of air pockets of some sort to ,way could use sort air pocket sort,sort pocket air
169,1835,1:32:00,Jamie,you could make a magnetic force it in the middle,could make magnetic force middle,make magnetic middle
229,1836,1:32:00,Tony,you could you could  yeah,could could,could
170,1837,1:32:00,Jamie,      pellets so it stays sort of stays,pellet stay sort stay,stay pellet sort
230,1838,1:32:00,Tony,pushed into it yeah you could do something like that,pushed could something,pushed could something
171,1839,1:32:00,Jamie,magnets not cheap,magnet cheap,cheap magnet
172,1841,1:32:00,Jamie,air pockets are much cheaper,air pocket much cheaper,air cheaper pocket
1843,1843,1:32:00,AJ,it's still worth writing down,still worth writing,worth writing still
198,1844,1:32:00,Tom,well that doesn't have to be that could be a balloon inside ,well doe could balloon inside,inside doe balloon
94,1845,1:32:00,Charles,yeah you could put a it on a pneumatic bladder in,could put pneumatic bladder,bladder put pneumatic
231,1848,1:32:00,Tony,like a sort of bridge,sort bridge,bridge sort
95,1851,1:32:00,Charles,or you could do what they do in an old fashioned mouse not optical mouse ,could old fashioned mouse optical mouse,mouse optical fashioned
96,1852,1:32:00,Charles,with the b ball just use gravity because it’s own weight makes it roll on the ,ball use gravity weight make roll,roll make ball
97,1853,1:32:00,Charles,mouse mat,mouse mat,mat mouse
232,1854,1:32:00,Tony,yeah stuck by gravity ,stuck gravity,gravity stuck
233,1856,1:32:00,Tony,that would work,would work,work would
199,1857,1:32:00,Tom,five hundred grams is that wh is that the      ?,five hundred gram wh,wh gram hundred
98,1858,1:33:00,Charles,oh you need five hundred grams OK that's fi ,need five hundred gram ok fi,hundred gram fi
200,1859,1:33:00,Tom,you need five hundred grams?,need five hundred gram,gram hundred five
173,1863,1:33:00,Jamie,how far’s five hundred grams?,far five hundred gram,hundred gram far
46,1864,1:33:00,Robert,er       er yeah if you take it to twenty mill sort of half the compression that ,er er take twenty mill sort half compression,er mill sort
174,1866,1:33:00,Jamie,I didn't realise what this was this is a prototype      ,realise wa prototype,prototype realise wa
201,1867,1:33:00,Tom,it's a prototype model,prototype model,model prototype
234,1868,1:33:00,Tony,it's not really a prototype,really prototype,prototype really
1869,1869,1:33:00,AJ,well its       test,well test,test well
1872,1872,1:33:00,AJ,why do you need that force?,need force,force need
202,1873,1:33:00,Tom,err expensive,err expensive,err expensive
175,1875,1:33:00,Jamie,well if you well if you well if you've got heat here and here its zero ,well well well got heat zero,heat got well
1877,1877,1:33:00,AJ,yeah so you need quite a strong contact basically,need quite strong contact basically,strong basically contact
203,1878,1:33:00,Tom,well if you've got a so if you go to ten mils instead of five?,well got go ten mil instead five,mil ten instead
176,1879,1:33:00,Jamie,well then you're going to have a  ,well going,going well
177,1881,1:33:00,Jamie,that's what one of the questions was the other switch goes past there we ,one question wa switch go past,switch past wa
178,1882,1:33:00,Jamie,want to wa  ,want wa,wa want
179,1884,1:33:00,Jamie,one you're inside the protective thing two it's not got power,one inside protective thing two got power,power protective thing
204,1888,1:34:00,Tom,this is really difficult isn't it,really difficult,difficult really
180,1893,1:34:00,Jamie,it’s just for the skilled personnel to use in their lab,skilled personnel use lab,lab personnel skilled
181,1895,1:34:00,Jamie,well we don't that      that tests how,well test,test well
182,1897,1:34:00,Jamie,the print quality in a way,print quality way,print quality way
183,1900,1:34:00,Jamie,what is the range of angles ,range angle,angle range
235,1901,1:34:00,Tony,it's just to measure what you what the parameters are if you like,measure parameter,measure parameter
236,1902,1:34:00,Tony,it's just its just to give us some guidance,give u guidance,give guidance
205,1908,1:34:00,Tom, so what we're talking about is  is where rather than having that as the ,talking rather,talking rather
206,1909,1:34:00,Tom,range of movement we're talking about having a thing like a spring which ,range movement talking thing spring,talking spring movement
237,1912,1:35:00,Tony,      talking about is probably er ,talking probably er,er talking probably
184,1917,1:35:00,Jamie,yes from what we were talking about its actually the moving bit it’s ,talking actually moving bit,talking bit moving
185,1918,1:35:00,Jamie,actually much easier because this bit you've got the moving bit,actually much easier bit got moving bit,bit moving easier
186,1920,1:35:00,Jamie,that affects position what we're really talking about is that the print head ,affect position really talking print head,print position affect
187,1923,1:35:00,Jamie, that is easier to use  ,easier use,easier use
207,1924,1:35:00,Tom, yeah to make this to make this the same you'd have to you'd have to ,make make,make
208,1925,1:35:00,Tom,extend a cylinder over this thing,extend cylinder thing,cylinder extend thing
209,1927,1:35:00,Tom,and then the and then the cylinder would come to a stop,cylinder would come,cylinder come would
238,1928,1:35:00,Tony,yeah and so its going to be a much more compact version of that where it ,going much compact version,compact version going
239,1929,1:35:00,Tony,will only move maybe a couple of millimetres and then it would be an ,move maybe couple millimetre would,move millimetre couple
240,1930,1:35:00,Tony,outer casement,outer casement,casement outer
241,1932,1:35:00,Tony,so you could continue to drag the      along,could continue drag along,continue drag along
242,1935,1:35:00,Tony,        still get a sense of the force,still get sense force,force sense get
99,1937,1:35:00,Charles,actually five hundred grams that means this sort of thing isn't going to work ,actually five hundred gram mean sort thing going work,sort hundred thing
100,1938,1:36:00,Charles,oh no it means this has got to be more than five hundred grams to push that ,mean ha got five hundred gram push,hundred ha push
101,1939,1:36:00,Charles,back if you had a sheath you have to press that has to be more than fi   ou ,back sheath press ha fi ou,press ha back
102,1940,1:36:00,Charles,have to make it come back and provide an extra five hundred grams,make come back provide extra five hundred gram,hundred provide make
243,1941,1:36:00,Tony,it depends what the sheath's doing,depends sheath,depends sheath
103,1942,1:36:00,Charles,if the sheath's if the sheath's a sprung sheath then you've got to ,sheath sheath sprung sheath got,sheath sprung got
104,1945,1:36:00,Charles,another five hundred grams,another five hundred gram,hundred gram another
244,1946,1:36:00,Tony,erm but most the value in the sheath might be to protect against kind of ,erm value sheath might protect kind,erm sheath kind
245,1947,1:36:00,Tony,catching sideways edges and things,catching sideways edge thing,catching edge sideways
105,1948,1:36:00,Charles,erm you're right,erm right,erm right
210,1949,1:36:00,Tom,it doesn't work this sheath does it?,doe work sheath doe,doe sheath work
106,1950,1:36:00,Charles,well it does work but it just means you got to press harder doesn't it,well doe work mean got press harder doe,doe press work
246,1951,1:36:00,Tony,well only if its  yeah but      does it,well doe,doe well
211,1954,1:36:00,Tom,        provides the spacing,provides spacing,spacing provides
212,1956,1:36:00,Tom,yeah it doesn't have to be heavy,doe heavy,doe heavy
107,1957,1:36:00,Charles,five hundred grams isn't very much,five hundred gram much,gram hundred five
1958,1958,1:36:00,AJ,do you want to explore any other angles any other,want explore angle,angle explore want
247,1962,1:37:00,Tony,is there five hundred grams?,five hundred gram,gram hundred five
188,1963,1:37:00,Jamie,well is there anything else?,well anything else,anything else well
248,1964,1:37:00,Tony,quite a lot it is a lot is a lot for a pen,quite lot lot lot pen,lot pen quite
