id,text,confidence,speakerId,language,adjustedStart,adjustedEnd,start,end
1231,"because these slots in fixed position.Yeah, this. This thing is that fixed angle in that place,but it can move up and down.Safe to say this fixed that.Yeah, it's up",0.8225,2,en-US,1:13:15.87,1:13:31.43,1:13:15.87,1:13:19.296
1236,"to the pen. Yeah,",0.8254,6,en-US,1:13:31.44,1:13:32.31,1:13:31.44,1:13:32.31
1237,I saw I'm just thinking about the number.I think there's there's probably a geometry that could do with just one,0.8181,4,en-US,1:13:33.15,1:13:38.61,1:13:33.15,1:13:35.1
1239,"stretch. Yeah. Yeah yeah yeah,yeah",0.8305,2,en-US,1:13:38.62,1:13:45.47,1:13:38.62,1:13:45.153
1241,that that that when you come too far over.The pen stopped moving back in insurgency.And therefore the switch comes off before actually using contact paper.This depends on the shape of casework.,0.8879,4,en-US,1:13:45.62,1:14:04.89,1:13:45.62,1:13:51.6
1245,"Yeah, outside.",0.8544,6,en-US,1:14:05.9,1:14:07.11,1:14:05.9,1:14:07.11
1246,"Yeah, this thing we did few years ago which had a kind of.Print, it wouldn't need to do it on a fairly wide printheads to try and keep them in contact with the medium,but here's the difference. Is less",0.8354,5,en-US,1:14:08.66,1:14:24.24,1:14:08.66,1:14:12.55
1249,"controlled,",0.9643,1,en-US,1:14:24.25,1:14:24.85,1:14:24.25,1:14:24.85
1250,and that's,0.8353,2,en-US,1:14:25.66,1:14:26.68,1:14:25.66,1:14:26.68
1251,we,0.3766,5,en-US,1:14:27.5,1:14:28.23,1:14:27.5,1:14:28.23
1252,basically,0.8139,1,en-US,1:14:29.18,1:14:29.64,1:14:29.18,1:14:29.64
1253,have frame which brought,0.6387,2,en-US,1:14:29.65,1:14:31.01,1:14:29.65,1:14:31.01
1254,the print head down.,0.7145,5,en-US,1:14:31.02,1:14:32.35,1:14:31.02,1:14:32.35
1255,Approach is broken down,0.7652,1,en-US,1:14:33.39,1:14:35.02,1:14:33.39,1:14:35.02
1256,and then write down,0.8862,2,en-US,1:14:35.49,1:14:39.7,1:14:35.49,1:14:39.7
1257,"this. Yeah, that's right, yeah.Thanks so that'll be forces applied through this.",0.7837,5,en-US,1:14:39.71,1:14:49.34,1:14:39.71,1:14:42.97
1259,Homes right on purpose,0.7383,2,en-US,1:14:50.86,1:14:52.16,1:14:50.86,1:14:52.16
1260,"like this. And yeah, carrier server.",0.8199,5,en-US,1:14:52.17,1:14:57.28,1:14:52.17,1:14:57.28
1261,I,0.8684,1,en-US,1:14:59.21,1:14:59.3,1:14:59.21,1:14:59.3
1262,"couldn't do it this way as well.Tonight I wanna see what you want to convey is something that.When you press the press the exact fit Smithfield immediately so that you may contact Cisco's OK if you over pressurize,it goes past it so it doesn't fall.And then you got your bottoming out.",0.6971,2,en-US,1:14:59.31,1:15:23.4,1:14:59.31,1:15:02.13
1267,She's here.,0.7657,4,en-US,1:15:24.31,1:15:25.16,1:15:24.31,1:15:25.16
1268,Put it here.,0.7132,6,en-US,1:15:26.87,1:15:27.5,1:15:26.87,1:15:27.5
1269,But then could,0.8277,3,en-US,1:15:29.12,1:15:29.82,1:15:29.12,1:15:29.82
1270,"you use these contacts and it could be a 3D,could be 1B1 here and there were dealing in two front to back so that as well as being in the right vertical position i.e actually touching paper so thatyou can dissipate heat not pressed too far because then it bottoms out on the sheet and you're over pressurizing it up.But also something to do with the fact that these contacts.",0.8261,2,en-US,1:15:29.83,1:15:57.97,1:15:29.83,1:15:34.25
1274,This,0.9484,6,en-US,1:15:58.86,1:15:59.18,1:15:58.86,1:15:59.18
1275,if,0.7656,1,en-US,1:16:00.3,1:16:00.55,1:16:00.3,1:16:00.55
1276,"I just say go over an angle,then you notice that central thing comes away from one side,yeah? You know?",0.5522,2,en-US,1:16:00.56,1:16:08.37,1:16:00.56,1:16:02.7
1279,"The distance between the ages of these.Yeah, this is Jeanette. These things and the",0.9173,4,en-US,1:16:09.43,1:16:17.15,1:16:09.43,1:16:11.82
1281,"actor casing. When you did a small angle video a little bit,when you're in a big angle,one site set up against it below and loses again so you know stuff that could.You know that front and back as well.So donors like this on across yeah and then you have to have all four things contacting moves but you said yeah.So yeah, if you draw it.Contacts that have some compliance.'cause there are 'cause Italy",0.6387,2,en-US,1:16:17.16,1:16:47.1,1:16:17.16,1:16:21.59
1289,spring and then you've got your central.,0.7956,5,en-US,1:16:47.11,1:16:49.97,1:16:47.11,1:16:49.97
1290,Your 4th.,0.7167,2,en-US,1:16:51.84,1:16:52.72,1:16:51.84,1:16:52.72
1291,"Points here, this is moving up and then in that place.Then",0.7315,4,en-US,1:16:54.8,1:16:57.89,1:16:54.8,1:16:57.69
1293,if you go over an angle too much.,0.7156,2,en-US,1:16:57.9,1:16:59.61,1:16:57.9,1:16:59.61
1294,What I was trying to say before you can do it with one switch.,0.8193,4,en-US,1:17:04.64,1:17:09.76,1:17:04.64,1:17:09.76
1295,If if the casework say,0.7742,1,en-US,1:17:10.71,1:17:13.7,1:17:10.71,1:17:13.7
1296,"the casework is comes out like that for further out.Uhm? A little bit like may or may not work.If you. What it does is you've got one switch that if it's if it's always back,it it, it works, but then if you pivot pivot,this is as can fit a bit,but it but it's pivots more on the.Keep but the case if you give it a little bit.In the case where it comes into contact and it starts to come away",0.8282,4,en-US,1:17:13.71,1:17:51.77,1:17:13.71,1:17:19.71
1304,could be shared so it can only be.,0.7285,2,en-US,1:17:52.42,1:17:54.2,1:17:52.42,1:17:54.2
1305,"Yeah so so that so that when it doesn't actually.When he, it doesn't actually come away.It's guaranteed that it's that it's that it's still on the paper.Sorry, it's not really browsing.",0.8644,4,en-US,1:17:54.5,1:18:09.16,1:17:54.5,1:17:57.79
1309,Floyd case leave it off as soon as you start to move it.,0.7427,5,en-US,1:18:10.69,1:18:15.32,1:18:10.69,1:18:15.32
1310,"All I'm saying is, is that the if the.Amount of movement. Anger here.Is. Bigger than. The amount of movement that's the case work arounds.Then you sort of make sure that mean it needs to be a big case for the tone.It's just. It's just sort of.I'm just worried about this.You know this this switch is going to have a tolerance on it,so it's going to be very.Guaranteed that you switch off when when you before you come away.",0.7656,4,en-US,1:18:17.49,1:18:58.54,1:18:17.49,1:18:20.69
1319,"Yeah, you might need a search",0.7711,2,en-US,1:18:58.83,1:19:00.37,1:18:58.83,1:19:00.37
1320,website.,0.5397,5,en-US,1:19:00.38,1:19:00.99,1:19:00.38,1:19:00.99
1321,"Yeah,",0.8321,4,en-US,1:19:03.58,1:19:04.09,1:19:03.58,1:19:04.09
1322,you need to be able to accommodate more,0.7374,2,en-US,1:19:05.24,1:19:06.93,1:19:05.24,1:19:06.93
1323,"in the mechanism. So before the contact tracing selection,",0.7898,5,en-US,1:19:07.34,1:19:11.66,1:19:07.34,1:19:11.66
1324,"yeah, 'cause what you don't",0.8018,2,en-US,1:19:12.02,1:19:14.05,1:19:12.02,1:19:14.05
1325,want to have happen is that come up before switch goes.,0.7806,5,en-US,1:19:14.06,1:19:17.55,1:19:14.06,1:19:17.55
1326,"Yeah, but there must be.There must be a mechanism that allows that has one switch that says everything is everything that I need.The whole room is in contact.But",0.8004,4,en-US,1:19:17.92,1:19:29.46,1:19:17.92,1:19:19.44
1330,"what's caught? If you wanted a certain angle.John Jay we had the mechanism by that so.The actual pen which is turned this way,right? So you're right about that.But this bit is actually turned that way,yeah. So that way it's a few right,left and right handed. Or if you drag right handed but all the paper that way to be at the right angle and switched on it will only need totouch that side and it will always be if it's in the right angle it will switch on because will touch that side.If it's on left handed Mode,I bring. That way it'll be the opposite side.You have a surgical left side.That's what she's known for a few months at then idea for which probably is a feature left and right handed mode,yeah. You see, it's amazing.But you will be in an open said,why don't you? It depends on how you shape the product as well,but I think you're you certainly have to bear it in mind that there's you know.I think, I think. Imagine imagine this is your important point here.Something on here. If you have to apply for C drive publishing date and you can also push publishing that I can try Lifetime did very well.Maybe there isn't anything that doesn't have to be something.Yeah.",0.7582,2,en-US,1:19:29.47,1:21:08.98,1:19:29.47,1:19:33.61
1350,Uhm? The force isn't necessarily.But,0.7504,6,en-US,1:21:09.97,1:21:17.48,1:21:09.97,1:21:13.34
1352,"it's about it's about the ankle being right switching the if you.If you make sure the angle is only this design situated angles in the right way.Then it switches on so it will switch on this or not.I suppose it will still switch on when it's not,",0.6801,2,en-US,1:21:17.49,1:21:35.56,1:21:17.49,1:21:22.27
1356,"yeah? Mr Can I make?Can I explain this idea before?Yeah, because I didn't expect wonderful,so if that's the normal position where it's drawing,if you come to a tilt",0.7554,4,en-US,1:21:36.17,1:21:46.49,1:21:36.17,1:21:38.917
1361,"here, right? Then the",0.8327,6,en-US,1:21:46.5,1:21:48.68,1:21:46.5,1:21:48.68
1362,"head can come out. Design it so the head comes out this far,yeah. And it's still in contact with paper and everything.Everything hunky Dory. But it has come forward distance.And and that can be.That can be where it switches off.And then you can carry up if you carry on moving.And this and this is when you know this is where it can't.Accommodate that that wrong angle?Yeah then then it switched off anyway.",0.8227,4,en-US,1:21:48.69,1:22:21.02,1:21:48.69,1:21:57.496
1371,What does this mean? It's,0.8155,2,en-US,1:22:22.93,1:22:25,1:22:22.93,1:22:25
1372,"just straight. This is just a straight switch here based based on this.Based on this distance. There's a switch here as viewers.Switch there and then it's got a certain travel you know,or certain tolerance you know it.It works, it's it's either on or off between here and there,there's",0.8679,4,en-US,1:22:25.01,1:22:44.99,1:22:25.01,1:22:28.73
1378,another you could in various,0.6659,2,en-US,1:22:45,1:22:46.97,1:22:45,1:22:46.97
1379,"ways. Discover which could be anything,actually anything faster. This rotating you just put a window in this order Pokémon so through it and you get it going both",0.8685,5,en-US,1:22:46.98,1:22:58.2,1:22:46.98,1:22:52.18
1381,directions.,0.9822,1,en-US,1:22:58.21,1:22:58.77,1:22:58.21,1:22:58.77
1382,"So one edge defines gone too far,right?",0.7047,2,en-US,1:23:00.64,1:23:04.33,1:23:00.64,1:23:03.94
1384,One inch device got too far,0.6998,5,en-US,1:23:04.34,1:23:06.45,1:23:04.34,1:23:06.45
1385,"left. Yeah, there's two ideas,so mechanical. I can't believe spring way and also yeah.That's correct, but there's other.",0.7132,2,en-US,1:23:06.46,1:23:18.88,1:23:06.46,1:23:12.172
1388,There's there's so there's this is.So you can switch on.On vertical movement. Or,0.8573,4,en-US,1:23:21.41,1:23:35.21,1:23:21.41,1:23:25.52
1391,"switch to the minimum personal travel on anger.To join. Can you have the switch between these artists leaves and they sent a bit,so if it's gone be honest this artist leave.But then it switches off,whereas if it's. Whereas it's if it's too far in switched up as well,so just the edges here when they're when they're roughly in the same angle.So when these two are in contact.So they're either level, was slightly behind it,then they can be on,but if it's too far out,it won't be on because it's.Not touching this out slaves,and if it's",0.6729,2,en-US,1:23:36.6,1:24:23.89,1:23:36.6,1:23:40.78
1404,too far in and also they,0.7561,1,en-US,1:24:23.9,1:24:26.64,1:24:23.9,1:24:26.64
1405,"don't touch this out drinking.Sick yeah? I think it's going to be loads of ways of reaching their costs,which there are going to be.Final way",0.7135,2,en-US,1:24:26.65,1:24:39.68,1:24:26.65,1:24:29.61
1409,that we do make this?,0.8071,5,en-US,1:24:39.69,1:24:40.83,1:24:39.69,1:24:40.83
1410,"Yeah, the point is a giveaway of 1 switch.",0.7275,4,en-US,1:24:40.84,1:24:42.81,1:24:40.84,1:24:42.81
1411,But are there any other ways so?,0.788,2,en-US,1:24:44.67,1:24:47.77,1:24:44.67,1:24:47.77
1412,Floating his head that you can think of.Probably better to you,0.7673,5,en-US,1:24:49.37,1:24:53.2,1:24:49.37,1:24:51.723
1414,could stick rather than springs and you just stick it on on,0.8086,4,en-US,1:24:53.21,1:24:56.34,1:24:53.21,1:24:56.34
1415,"a rubbery pad or phone,yeah? Obviously sketchy",0.7106,2,en-US,1:24:56.35,1:25:02.13,1:24:56.35,1:24:58.82
1417,business. This is,0.8854,1,en-US,1:25:03.04,1:25:05.53,1:25:03.04,1:25:05.53
1418,this like this. Update,0.6275,4,en-US,1:25:06.14,1:25:07.16,1:25:06.14,1:25:07.16
1419,"the sheet that hits first,so I think if you fix that she fell onto a plunger that's strong in a syringe.When you push that in,you have to push the air out there for a very small hole you know,so you can't do it quickly,so you can't shock that thing,but that will no slot slave down.It'll slowly move back toward picture.Yeah, but then when you take it off the paper quickly things back.This is a one way Valve,just a bit of rubber rubber and a big error in that so that spring quickly returns it back down to its tactic position.So buy it down, it's protectors.Also for scars slowly but seemed to take it off thinking about it,someone had been",0.7614,2,en-US,1:25:07.17,1:25:54.29,1:25:07.17,1:25:10.14
1433,"chance. That's good,",0.8673,1,en-US,1:25:54.32,1:26:03.23,1:25:54.32,1:26:03.23
1434,"yeah. So it's just point that she is so stinking.Relatively, the carrier. The proposal is quite heavy,so if we.",0.8198,2,en-US,1:26:03.26,1:26:16.69,1:26:03.26,1:26:11.52
1437,Just contact with the,0.8207,5,en-US,1:26:18.87,1:26:19.89,1:26:18.87,1:26:19.89
1438,"surface is going to acquire them still so.So basically, Sir by card or",0.7751,2,en-US,1:26:19.9,1:26:28.73,1:26:19.9,1:26:23.78
1440,"something, those first two,",0.7628,5,en-US,1:26:28.74,1:26:30.53,1:26:28.74,1:26:30.53
1441,yeah it needs. It needs,0.7754,2,en-US,1:26:31.62,1:26:32.93,1:26:31.62,1:26:32.93
1442,to be protected so it normal travel,0.7673,6,en-US,1:26:32.94,1:26:35.88,1:26:32.94,1:26:35.88
1443,"further forward. He's going to go backwards,so",0.7047,2,en-US,1:26:36.16,1:26:39.52,1:26:36.16,1:26:39.31
1445,we don't want to come off anything like could hinge forward under its own momentum slash onto something.,0.8009,5,en-US,1:26:39.53,1:26:45.91,1:26:39.53,1:26:45.91
1446,"Yeah, but I think there",0.7557,2,en-US,1:26:46.24,1:26:48.42,1:26:46.24,1:26:48.42
1447,is some spring. Imagine,0.8385,5,en-US,1:26:49.02,1:26:50.89,1:26:49.02,1:26:50.89
1448,that. Imagine that touches the paper.Have you ever taken for bowling at?,0.7922,2,en-US,1:26:50.9,1:26:58.8,1:26:50.9,1:26:52.73
1450,Two forces there.,0.637,4,en-US,1:27:01.99,1:27:02.9,1:27:01.99,1:27:02.9
1451,Think so.,0.8392,6,en-US,1:27:04.16,1:27:04.8,1:27:04.16,1:27:04.8
1452,Those are.,0.7242,5,en-US,1:27:09.55,1:27:09.94,1:27:09.55,1:27:09.94
1453,He shot,0.7158,4,en-US,1:27:13.24,1:27:13.84,1:27:13.24,1:27:13.84
1454,"that day. Smash, you gotta smash",0.7174,2,en-US,1:27:13.85,1:27:20.48,1:27:13.85,1:27:20.48
1455,their protective,0.5442,1,en-US,1:27:20.49,1:27:22.24,1:27:20.49,1:27:22.24
1456,sheets before you,0.7315,4,en-US,1:27:22.25,1:27:23.06,1:27:22.25,1:27:23.06
1457,feel so.,0.7764,2,en-US,1:27:25.35,1:27:26.04,1:27:25.35,1:27:26.04
1458,Glass. I,0.9099,5,en-US,1:27:29.64,1:27:32.36,1:27:29.64,1:27:32.36
1459,think that I think that the weather over protective thing.It's going to break when you smash off deal before your mental.,0.7954,2,en-US,1:27:32.37,1:27:40.44,1:27:32.37,1:27:36.938
1461,"Kids, sort of. Throwing it down,",0.8829,4,en-US,1:27:42.05,1:27:45.56,1:27:42.05,1:27:45.56
1462,"it's also getting dripping,",0.7552,6,en-US,1:27:45.57,1:27:46.93,1:27:45.57,1:27:46.93
1463,yeah. If they would put it back,0.7403,2,en-US,1:27:47.26,1:27:50.74,1:27:47.26,1:27:50.74
1464,into something really hard like concrete.Printer.,0.5762,5,en-US,1:27:50.75,1:27:55.29,1:27:50.75,1:27:54.77
1466,Yeah it was interesting. You get smashed,0.7646,2,en-US,1:27:56.92,1:28:00.61,1:27:56.92,1:28:00.61
1467,into this because this is.To hear this is insane.,0.8054,6,en-US,1:28:00.62,1:28:05.27,1:28:00.62,1:28:01.71
1469,Yeah. This,0.9284,1,en-US,1:28:09.35,1:28:11.98,1:28:09.35,1:28:11.98
1470,thing that you just wanted to race Tony about.What other things we needed to think about other ways,0.8079,2,en-US,1:28:11.99,1:28:19.18,1:28:11.99,1:28:15.04
1472,"besides. Perhaps? Holding this thing flat surface focus is an idea she could imagine.Carrier on the front of it will prevent Festa that they could just switch around.So yeah, that would work,and it's also quickly so that would be",0.7906,5,en-US,1:28:19.43,1:28:45.85,1:28:19.43,1:28:33.38
1476,really cheap way of achieving a reasonable force,0.6799,2,en-US,1:28:45.86,1:28:48.13,1:28:45.86,1:28:48.13
1477,right test. It could just record.,0.8156,5,en-US,1:28:48.2,1:28:53.16,1:28:48.2,1:28:53.16
1478,"I could work. Members of this paper.So what you look for?Goes through there. Spanish. You're not even printing.Yeah, you don't need to.Yeah, well, you put this within you and it just got spring and you've got some leveling.Whether I could you build a firm around the print head so you have to press the phone back to actually reveal the printer to the first place.So almost wraps around a little bit,so if you go like that.Extended intrusive apps. So you need to press the phone number here before it actually start touching everything",0.747,2,en-US,1:28:56.97,1:29:56.67,1:28:56.97,1:29:00.5
1487,you need to do something.,0.8692,4,en-US,1:29:56.68,1:29:58.38,1:29:56.68,1:29:58.38
1488,"So it goes so well,yeah,",0.6954,2,en-US,1:29:59.67,1:30:01.11,1:29:59.67,1:30:00.85
1490,"but we don't have that.That's with this sort of cancer.There where where it doesn't want to move fast,it has to be damping.Well, not see. You could have some air bladders.",0.8144,4,en-US,1:30:01.12,1:30:16.07,1:30:01.12,1:30:02.23
1495,But it could be,0.7294,2,en-US,1:30:17.53,1:30:18.42,1:30:17.53,1:30:18.42
1496,another. PM,0.3952,5,en-US,1:30:18.96,1:30:21.93,1:30:18.96,1:30:21.93
1497,for USA.,0.5157,4,en-US,1:30:21.96,1:30:22.77,1:30:21.96,1:30:22.77
1498,"Yeah, it's definitely receptacles for reading led the Jelly stuff.But yeah, general",0.6693,2,en-US,1:30:24.8,1:30:30.49,1:30:24.8,1:30:29.4
1500,"yeah yeah. Well gentlemen, that doesn't.Yeah, techno jam round vertical.P PHO freezing South by something",0.6326,4,en-US,1:30:30.84,1:30:41.84,1:30:30.84,1:30:32.86
1503,"so strange. Colleges. Me other ideas.Talk a little bit about our cushions in the sort of syringe type mechanism.Any other ways that we could use some applicants of some sort to magnetically sort in the middle community?Could not be secured. Right,so that stays associate",0.5182,2,en-US,1:30:41.85,1:31:10.12,1:30:41.85,1:30:47.91
1508,pushed into it. In,0.7929,5,en-US,1:31:10.13,1:31:12.73,1:31:10.13,1:31:12.73
1509,"fact, it's not cheap. It's still running down",0.6951,2,en-US,1:31:12.74,1:31:17.57,1:31:12.74,1:31:17.57
1510,or,0.749,1,en-US,1:31:18.36,1:31:18.59,1:31:18.36,1:31:18.59
1511,"that doesn't do that could be a balloon instead of.Yeah, they could put",0.7375,4,en-US,1:31:18.6,1:31:22.82,1:31:18.6,1:31:22.02
1513,it on a pneumatic bladder and yeah so.,0.7526,2,en-US,1:31:22.83,1:31:26.92,1:31:22.83,1:31:26.92
1514,Brush spring.,0.8331,5,en-US,1:31:35.21,1:31:39.52,1:31:35.21,1:31:39.52
1515,They do what they do,0.8278,4,en-US,1:31:41.05,1:31:42.72,1:31:41.05,1:31:42.72
1516,Mouse,0.719,6,en-US,1:31:42.71,1:31:43.091,1:31:42.71,1:31:43.091
1517,in the,0.8278,4,en-US,1:31:42.803,1:31:43.304,1:31:42.803,1:31:43.304
1518,or,0.719,6,en-US,1:31:43.168,1:31:43.32,1:31:43.168,1:31:43.32
1519,optical,0.7149,2,en-US,1:31:43.33,1:31:43.651,1:31:43.33,1:31:43.651
1520,old,0.8278,4,en-US,1:31:43.388,1:31:43.638,1:31:43.388,1:31:43.638
1521,mouse,0.7149,2,en-US,1:31:43.697,1:31:43.927,1:31:43.697,1:31:43.927
1522,fashion.,0.8278,4,en-US,1:31:43.722,1:31:44.39,1:31:43.722,1:31:44.39
1523,with the,0.7149,2,en-US,1:31:43.973,1:31:44.34,1:31:43.973,1:31:44.34
1524,ball. Just use gravity. It's just its own weight.,0.8315,4,en-US,1:31:44.39,1:31:48.48,1:31:44.39,1:31:48.48
1525,Maxitrol on the mass map,0.7741,2,en-US,1:31:49.49,1:31:51.18,1:31:49.49,1:31:51.18
1526,step forward.,0.6803,5,en-US,1:31:51.89,1:31:52.7,1:31:51.89,1:31:52.7
1527,So,0.9322,1,en-US,1:31:56.93,1:31:57.24,1:31:56.93,1:31:57.24
1528,it works.,0.614,2,en-US,1:31:57.25,1:31:57.63,1:31:57.25,1:31:57.63
1529,Once at the first meeting.I need 500. Yeah.,0.7165,4,en-US,1:31:59.2,1:32:03.98,1:31:59.2,1:32:01.33
1531,At first I didn't.,0.6758,2,en-US,1:32:07.33,1:32:08.36,1:32:07.33,1:32:08.36
1532,$20.,0.3307,5,en-US,1:32:12.1,1:32:12.34,1:32:12.1,1:32:12.34
1533,Take it to 20 minutes or half the,0.8661,6,en-US,1:32:14.31,1:32:16.7,1:32:14.31,1:32:16.7
1534,compression. That would be,0.7643,5,en-US,1:32:16.73,1:32:18.72,1:32:16.73,1:32:18.72
1535,fabulous and stand on seven nights.,0.7844,6,en-US,1:32:18.75,1:32:20.86,1:32:18.75,1:32:20.86
1536,I didn't,0.8057,3,en-US,1:32:21.52,1:32:21.78,1:32:21.52,1:32:21.78
1537,realize that this was this is a prototype.,0.8377,4,en-US,1:32:21.79,1:32:23.34,1:32:21.79,1:32:23.34
1538,"Not really process, but is that the fosters",0.7536,2,en-US,1:32:24.86,1:32:27.03,1:32:24.86,1:32:27.03
1539,test just to allow,0.8266,6,en-US,1:32:27.04,1:32:28.89,1:32:27.04,1:32:28.89
1540,us to explore history.,0.8376,5,en-US,1:32:28.9,1:32:30.18,1:32:28.9,1:32:30.18
1541,"Of course. At. Casey what if you want?If you if you got heat here,he will contact center. Yeah,so you need quite a strong contact basically.",0.7975,2,en-US,1:32:31.74,1:32:45.26,1:32:31.74,1:32:39.224
1545,"So if you go to tensions,pacified.",0.8208,4,en-US,1:32:47.1,1:32:49.79,1:32:47.1,1:32:49.23
1547,"You were going to have a.Switch on this week with one of the questions if you haven't switched his passive,but then one, then one year inside the protective thing and two is not powered.",0.8444,2,en-US,1:32:51.32,1:33:02.86,1:32:51.32,1:32:54.05
1550,"This is almost this is impossible.This is really difficult, isn't it?",0.7907,4,en-US,1:33:04.27,1:33:09.56,1:33:04.27,1:33:05.67
1552,"Yeah, it won't be like that.",0.7365,2,en-US,1:33:09.79,1:33:10.73,1:33:09.79,1:33:10.73
1553,This,0.9008,3,en-US,1:33:13.27,1:33:13.55,1:33:13.27,1:33:13.55
1554,is funny.,0.7531,4,en-US,1:33:13.56,1:33:13.97,1:33:13.56,1:33:13.97
1555,Just very simple and basic civic design there.It's just for a skilled,0.5797,2,en-US,1:33:15.46,1:33:18.83,1:33:15.46,1:33:17.74
1557,"personnel to use in the lab,",0.7898,5,en-US,1:33:18.84,1:33:20.27,1:33:18.84,1:33:20.27
1558,but that's that's but we don't.I could use that. That's the test,0.8279,3,en-US,1:33:20.36,1:33:25.54,1:33:20.36,1:33:23.06
1560,test.,0.9259,5,en-US,1:33:26.54,1:33:27.06,1:33:26.54,1:33:27.06
1561,"Time is what is the range of angles that you have to measure,but you couldn't put the drivers out there.Really sure, so I mean,",0.6909,2,en-US,1:33:28.8,1:33:39.93,1:33:28.8,1:33:32.72
1564,yeah.,0.8249,1,en-US,1:33:41.92,1:33:42.39,1:33:41.92,1:33:42.39
1565,"So what we're talking about is,is something. We're rather than having that sort of arrangement.We're talking about having a thing.Like a spring, which is quite low,but almost",0.9069,4,en-US,1:33:44.01,1:33:58.68,1:33:44.01,1:33:45.31
1570,like talking about probably yeah yeah.,0.7403,2,en-US,1:33:58.69,1:34:02.78,1:33:58.69,1:34:02.78
1571,"But then you've got to stop.You gotta stop the channel through the downward motion,",0.8105,4,en-US,1:34:02.79,1:34:07.24,1:34:02.79,1:34:04.81
1573,"yeah? So yeah, totally talking about is actually works awesome other than moving there.So it's much easier 'cause this,but you've got the moving there.Yes, is that fixed position for really talking about?Is that the printer will be strong.Is easier to use,",0.6887,2,en-US,1:34:07.25,1:34:24.17,1:34:07.25,1:34:13.21
1579,yeah?,0.8508,1,en-US,1:34:24.82,1:34:25.21,1:34:24.82,1:34:25.21
1580,"Like this to make this the same,you'd have to. You'd have to extend the cylinder over this thing and then and then.And then there's some that will come to stop,yes.",0.8301,4,en-US,1:34:26.83,1:34:37.38,1:34:26.83,1:34:28.26
1584,Image more,0.5723,5,en-US,1:34:38.77,1:34:39.22,1:34:38.77,1:34:39.22
1585,compact version of that,0.885,2,en-US,1:34:39.23,1:34:41.53,1:34:39.23,1:34:41.53
1586,where it will only move maybe a couple of millimeters and they were possible.Case works.,0.7712,5,en-US,1:34:41.56,1:34:47.35,1:34:41.56,1:34:46.606
1588,Yeah she could continue to drive Price works,0.8248,2,en-US,1:34:47.38,1:34:49.86,1:34:47.38,1:34:49.86
1589,a lot.,0.8105,5,en-US,1:34:49.87,1:34:50.19,1:34:49.87,1:34:50.19
1590,I honestly,0.7619,4,en-US,1:34:51.78,1:34:52.38,1:34:51.78,1:34:52.38
1591,"can't see like benefit. Actually,500 grams up",0.769,2,en-US,1:34:52.39,1:34:58.41,1:34:52.39,1:34:57.364
