Line,Time,Speaker,Discussion
1749,,,go down
1750,,Adrian,they’d go round this way anti clockwise route at the moment it’s 
1751,,,clockwise I’m saying we’re going to go anti-clockwise in the future
1752,,Chris,yes
1753,,Adrian,and erm we’ll bring the cortege in this way we’ll go through erm  I 
1754,,,discussed this with mkc highways and highways didn’t have a [Angela 
1755,,,coughs] (problem) so if highways didn’t have a problem with it I don’t 
1756,,,see why we have to take on board this (character’s) comments he’s not a 
1757,,,highways engineer + + +
1758,1:47:00,Chris,no it’s just about his concern that people will go into the wrong 
1759,,,chapel because as soon as they came in they’d park up and then
1760,,,wander down to this one and then find out the (wrong place they’re in) 
1761,,,and then walk so yes you’ve got to do it with signage but er signage 
1762,,,becomes a significant issue and how you do that
1763,,Angela,because signage would also be a problem to get them going the second 
1764,,,route wouldn’t it how do you separate them 
1765,,Chris,well
1766,,Angela,when they come in the gate how do they then know which which route 
1767,,,to take even at the start 
1768,,Chris,well if they’re following the cortege they just follow the cortege
1769,,Adrian,yeah you need
1770,,Angela,but most people would arrive early the only time they sort of follow the 
1771,,,cortege is if they at church first and coming for a committal most of the 
1772,,,people arrive before the cortege arrives
1773,,Chris,in which case you’re looking at some
1774,,Angela,/some\
1775,,Chris,almost /some\
1776,,Angela,/some\
1777,,Chris,real-time signs 
1778,,Angela,you’re looking at the name of the person highlighted in if you’re here 
1779,1:48:00,,for mr smith’s funeral go left if you’re here mrs jones’ funeral go 
1780,,,right really aren’t you because they will go they won’t go the way that 
1781,,,they’re even if you put different chapels unless you know they do ask 
1782,,,questions which chapel is it (go in) only one chapel yes but you know 
1783,,,the separation has got to be at the entrance which will obviously effect 
1784,,,the flow of traffic anyway whereas if you’re just bringing them into 
1785,,,one car park they’re sort of quite quickly coming in and you can then 
1786,,,quite quickly route them through the right place in a way even (if 
1787,,,they’ve) parked and come in to see us they then get told which route to 
1788,,,go to maybe I don’t know the concern is that you know they’ve all 
1789,,,got to be queuing up to get in to decide which side of the route they’re 
1790,,,going to take left or right whereas at the moment we’re saying 
1791,,Chris,yeah
1792,,Angela,you’re the wrong route
1793,,Chris,yeah then they’re still going to be queuing milling around here 
1794,,,thinking do I park here
1795,,Angela,yeah
1796,,Chris,do I go on do I park here
1797,,Angela,this is in a sense the issue of the wall
1798,,Chris,have I come in far enough
1799,,Angela,whether we’ve got it attached to the second chapel or you know 
1800,1:49:00,,everyone has the same problems I mean you just have to see how 
1801,,,amersham are dealing with they’ve got one building though you see 
1802,,,that’s a problem we haven’t got we’ve got two buildings and the 
1803,,,problem is we originally thought about trying to take them off the A5 
1804,,,into this chapel didn’t we but that’s not been allowed 
1805,,Adrian,my view is that you the people that are coming to the funeral have to 
1806,,,know whether the funeral is taking place at east chapel or the west 
1807,,,chapel and it can’t be that difficult having signage here that says east 
1808,,,and west chapel car parks this way and you have a sign here that says 
1809,,,west chapel car park straight ahead and you keep having signs up 
1810,,,west chapel car park straight ahead until they get there 
1811,,Chris,mmm
1812,,Adrian,and I don’t see that it can be that difficult really
1813,,Angela,and has this person been to a site similar to this then before or is it just 
1814,,,the thought that there would be this confusion just because they would 
1815,,,feel confused
1816,,Chris,I mean it’s the only issue ( )
1817,,Angela,it is yeah
1818,,Chris,which surprised me because I thought we wasn’t going to 
1819,,Angela,well that’s we’ve thought about that for quite a while haven’t we 
1820,1:50:00,,that’s why in a sense the ideal situation would be to add on a chapel on 
1821,,,to the existing building because you’re still using the same but we’re 
1822,,,not going to do that this is what the issue was with this and the thought 
1823,,,of perhaps trying to get them off the watling street into this one you’d 
1824,,,have a separate entrance completely but that’s not been + + that’s been 
1825,,,sort of taken out I think that’s not been allowed in a sense has it so that if 
1826,,,you’re coming to the east chapel you come in off of the danseed way 
1827,,,if you’re coming from west chapel you come into the watling street 
1828,,,but we’ve that’s not been allowed I think has it because of the amount 
1829,,,of traffic that they think will come in so you know coming up bring 
1830,,,them across and then into these two and a half car parks
1831,,Chris,I mean the car park corridor works well as well because you’re not 
1832,,,taking [Angela coughs] any vast additional space just for car parking are 
1833,,,you you can see it sort of flows there
1834,,Adrian,it’s an extension of the existing system isn’t it I mean this sort of 
1835,,,flowing system set up what we’ve done is- 
1836,1:51:00,Chris,continue it
1837,,Adrian,yes continue it and bring it to and end
1838,,Chris,yeah 
1839,,Adrian,I guess a link through there might help somebody who 
1840,,,accidentally follows the cortege and gets lost then when find 
1841,,,themselves stuck behind the hearse they can just nip in that way
1842,,Chris,yeah
1843,,Adrian,otherwise they’ve got to go all the way around the system and start 
1844,,,again which would be [laughs] a bit funny
1845,,Chris,it would be annoying 
1846,,Adrian,but even then would it be that much of a problem if they’d parked 
1847,,,around here [Angela coughs]  it probably wouldn’t would it they could 
1848,,,park there they could park here and just walk back it wouldn’t be the end 
1849,,,of the world
1850,,Chris,no + there’s putting a small road through there-
1851,,Adrian,I don’t like it it’s messy and Colin Cook wouldn’t like his (  ) 
1852,,,hedge (  ) messed up
1853,,Chris,it’s a signing issue isn’t it really
1854,,Angela,it’s a big signing issue which is 
1855,1:52:00,Chris,big signs here
1856,,Angela,there’s a real issue that we need to I don’t quite know how we’re going 
1857,,,to even even if we did it the other way and have a thing of it it’s still 
1858,,,going to be the issue to get them into the second chapel whatever we 
1859,,,do whichever route we take them through
1860,,Chris,the current sort of discrete signs we’ve got we’re going to have to be 
1861,,Angela,in your face
1862,,Chris,really in your face
1863,,Peter,it’s like the plane terminals isn’t it if you go to terminal one terminal two 
1864,,,terminal three
1865,,Angela,so how do they do that then
1866,,Peter,and you never quite remember which one your flight goes from can 
1867,,,you and then you drive past until you recognise your airline 
1868,,Angela,I’ve never flown I’ve only gone by boat to places I’ve never flown so 
1869,,,I’m a little inexperienced no I’ve never flown I can’t get off the 
1870,,,ground yeah so I mean those sort of places would be interesting to see 
1871,,Peter,well they have a ring road don’t they so that I mean if 
1872,,Angela,you just go back on yourself again 
1873,,Peter,yeah 
1874,,Chris,yes you go round more than once can’t you so if you make a mistake 
1875,,,you  go round again sort of thing
1876,,Adrian,you could get through there and go round again or get in the car park if 
1877,1:53:00,,only the hearse wasn’t in the way
1878,,Chris,well you don’t really want people driving through there
1879,,Adrian,no you don’t 
1880,,Angela,no
1881,,Adrian,so if they get lost they park here and they just walk to wherever they’re 
1882,,,going to go to 
1883,,Angela,I think the wildlife issues I don’t disagree with you can’t add to them 
1884,,,as well 
1885,,Chris,the reason I’m interested was because of this ancient hedge here if 
1886,,,you’re going to drive another road through it
1887,,Adrian,yeah and it goes along the edge I mean there’s a gap there already to 
1888,,,be honest and there’s a ditch there to be honest as well which is the 
1889,,,other + question yeah I mean there’s I can’t remember I’m trying to 
1890,,,think what this was like originally this was just flat so this has only 
1891,,,increased in the last few years so it’s not that we can’t increase it in 
1892,,,other parts you know we can’t add to it with some advice and help
1893,,Chris,so the issue is this do we want this truncated or moved
1894,,Adrian,a bit of both
1895,,Chris,a bit of both
1896,,Adrian,[begins to point at drawing] it would be nice to keep the pond and 
1897,1:54:00,,perhaps up to there and then put the rill perhaps over here erm
1898,,Chris,what do you call this
1899,,Adrian,we call it a rill it’s a very long narrow strip of water that might have 
1900,,,water rushing though it rick fields the landscape architect I 
1901,,,spoke to thought that would have wonderful potential for insects 
1902,,,because insects then to love to follow the water and that would really 
1903,,,amplify the insect garden so what I’d like to do is to perhaps take that 
1904,,,off there and put that down here and build lift that up + + and then this 
1905,,,path could come back and then link to the end of that or link to this
1906,,Chris,mmm
1907,,Adrian,move that over reduce this a bit mitigate the ( )
1908,,Angela,I don’t know could we not add sort of things around the paths I mean 
1909,,,would that help at all by adding more sort shrubs and trees 
1910,,Adrian,that’s what erm Chris is suggesting in this report
1911,,Angela,oh was he saying that you’ve got to move the paths back and (also 
1912,1:55:00,,increases) is that what he’s saying or not just +
1913,,Adrian,well what he’s saying is he’s offered a number of alternatives in here 
1914,,,he’s saying er well he’s offering options about what we could do with 
1915,,,the paths and + I think it would be really good if Angela could have a 
1916,,,copy to read
1917,,Chris,hmm
1918,,Adrian,and [reads report] + + +
1919,,Angela,I mean these are some of these trees in this area no over there erm I 
1920,,,think he’s been here before and said there’s not a great deal of quality 
1921,,,trees in there in a sense they’ve obviously just sort of self-seeded and 
1922,,,been left in there and so you know we can add more wildlife friendly 
1923,,,trees into that area as well there are a couple of oak trees over on this 
1924,,,side as well sort of just a bit down though that I think we talked about 
1925,,,like the one at selbourne you know the
1926,,Chris,mmm 
1927,1:56:00,Angela,yes one or two sort of quite nice oak trees that are quite big probably 
1928,,,been there for a few years now and so it would be nice to keep those as 
1929,,,well so I mean that’s I mean that’s I’m trying to think where 
1930,,Adrian,I must admit I kind of saw my site boundary as being sort of inside 
1931,,,here [points] but if you think that by saying that we’d we’d allow the 
1932,,,landscape architect to go further and develop this area that would be
1933,,Angela,well I mean we’re going to need the area for some sort of memorial 
1934,,,scheme as such and if you know this area hasn’t really got a great deal 
1935,,,of development potential at the moment we need to add to that these 
1936,,,trees are really I don’t they’re only sort of willows which are nice and 
1937,,,they have some wildlife but they’re they’ve you know we’ve not 
1938,,,concentrated on developing this area for memorialisation
1939,,Adrian,no it looks like a brickworks still doesn’t it 
1940,,Angela,yes it does and some of the roads are quite poor quality but this would 
1941,,,be sort of like the oak one of the oak trees sort of like here and I mean 
1942,,,all this boundary was planted when this was built so I mean it’s not that
1943,1:57:00,,ancient as far as I’m aware the only ancient bit is this bit here that 
1944,,,comes along here which is the old hedgerow 
1945,,Adrian,yeah
1946,,Angela,this has all been put in since this was developed this isn’t ours 
1947,,,obviously this front bit that’s parks trust 
1948,,Chris,mmm
1949,,Angela,that front bit
1950,,Chris,that’s where those newt ponds are 
1951,,Angela,yeah so they’ve done some work on there the parks trust but that’s not 
1952,,,ours that’s our boundary in a sense and that’s all parks trust from this
1953,,Chris,yeah so this whole strip here is now headstones isn’t it
1954,,Angela,yes that’s our willow section
1955,,Adrian,and this bit
1956,,Angela,we haven’t developed it because of the fact it’s number one it’s very 
1957,,,wet and number two is that the development is difficult to plan you 
1958,,,know you’re looking at a big scheme in a way as to sort of how to deal 
1959,,,with it whether you keep existing roads and 
1960,,Adrian,certainly we could look at bringing that into the scheme and erm 
1961,,,which would make sense because you’ve got a nice area here it 
1962,,,would be nice to do something with that as well
1963,1:58:00,Angela,so the pond here as well and we’ll see that the pond at the very far 
1964,,,corner there’s a pond at the far corner so would I mean does that I 
1965,,,don’t know whether that has any effect on the fact of trying to sort of 
1966,,,incorporate that into some design or something has he said anything 
1967,,,about the pond in here 
1968,,Adrian,what the circular pond 
1969,,Chris,no the 
1970,,Angela,big pond 
1971,,Adrian,this pond you mean
1972,,Angela,yes has he mentioned that
1973,,Adrian,yeah he does mention it somewhere in the report 
1974,,Chris,( )
1975,,Angela,but it’s obviously water appears from somewhere to come into there 
1976,,,yes so it’s quite a wet site that indicates as to
1977,,Chris,there’s a ditch down here isn’t there somewhere
1978,,Angela,yes
1979,,Adrian,yeah
1980,,Angela,yes but it doesn’t go in the ditch it’s just 
1981,,Chris,no it’s pretty dry
1982,,Adrian,I think what I’m looking for is a direction from yourselves on how 
1983,,,seriously I need to take the report my own feeling is that I would like 
1984,,,to take it as seriously as I possibly could to make sure I can get 
1985,,,planning permission but I think you’re tempering that by the reality of 
1986,,,[Angela coughs] having a business to run basically where you need as 
1987,1:59:00,,much space as possible externally for it to have the right atmosphere 
1988,,Chris,I mean I don’t think (they’ll write this) I mean the idea of forest walks 
1989,,,is
1990,,Angela,is what we wanted
1991,,Chris,is what we wanted because that’s what it’s designed to do the whole 
1992,,,site is a woodland cemetery really and this site this area here’s still 
1993,,,really although its on to the houses you know we haven’t developed 
1994,,,this sort of site really I mean that’s not been developed at all but I 
1995,,,mean we you know there’s nothing to say that we can’t add to it you 
1996,,,know
1997,,Adrian,I think what we’re saying is that the idea behind cutting that short
1998,,Angela,that would be a yeah that would be ( ) too much yeah and putting it 
1999,,,over there
2000,,Chris,the other thing we  haven’t talked about is book or remembrance is it
2001,,Angela,we have a book of remembrance
2002,,Chris,we have a second book of remembrance + + + + +
2003,,Angela,I don’t know possibly because we haven’t got an office particularly 
2004,2:00:00,,here for a I mean we’ve only got a sort of an interviewing area I mean 
2005,,,there’s nothing the book of remembrance for in here the top has the 
2006,,,potential that we could extend it slightly out on to that top lawn if we 
2007,,,needed to I suppose if we’re not going to put another chapel on it
2008,,Chris,yeah
2009,,Angela,so it might be 
2010,,Chris,but you what I’m thinking is will it be that allegiance is transferred so 
2011,,,that once they’ve been cremated here they want to come down here for 
2012,,,the book of remembrance in the chapel rather than that one 
2013,,Angela,yeah
2014,,Adrian,[shuffles papers] but it wouldn’t be difficult to incorporate a little room on 
2015,,,the + + [noise of Peter moving chairs] if we’re widening [begins to 
2016,,,sketch] this say and putting perhaps a (really) in or something and maybe 
2017,,,a couple of memorial walls or something so forth it wouldn’t be difficult 
2018,,,to create a little remembrance room as an individual object somewhere on 
2019,2:01:00,,the parterre ( ) would be getting something
2020,,Angela,like a dovecote sort of you know something more lively or something 
2021,,,not quite 
2022,,Adrian,you might get something like this happening where you know 
2023,,Angela,thatched
2024,,Adrian,this walk does something like that + little walk through there which 
2025,,,links up with that one and then we’re pulling back from that side and 
2026,,,the garden is becoming more in this direction than over here 
2027,,Chris,mmm
2028,,Angela,mmm + + +
2029,,Chris,I think stick with that don’t you
2030,,Angela,I think so yes
2031,,Chris,I mean if you want to do that (something later stage) 
2032,,Angela,that would be the next whatever it would be perhaps nicer to the 
2033,,,money that we would spend developing that side to develop over here 
2034,,,really yeah I’m also sl- slightly anxious about the effect it that all this 
2035,,,will have on the people tending those plots really the graves because 
2036,,,of the the feeling that they have here at the moment it’s difficult to say 
2037,,,in two thousand and nine perhaps when we start to do it things might be 
2038,2:02:00,,changed for them anyway but it’s the it would be nice to sort of perhaps 
2039,,,incorp- not leave this gap which you’ve got here at the moment isn’t there 
2040,,,there’s a sort of structure with the headstones then there’s a gap then 
2041,,,there’s all this new development going on here it would be nice to sort of 
2042,,,try and phase some of that into over on this side as well sort of bring it in 
2043,,,to that part would be quite nice I like the rills I like rills I think of that 
2044,,,place in was it in Spain
2045,,Adrian,oh granada
2046,,Peter,the alhambra
2047,,Angela,yes
2048,,Adrian,the alhambra (the relief there) oh fantastic
2049,,Angela,so if we can go for that that’ll be fine OK I mean the rills and really 
2050,,,because water is so precious isn’t it it’s to show your wealth that you 
2051,,,can have just a garden with water in because you know water’s 
2052,,,nothing to you you’ve got this wonderful wealth that you don’t need to 
2053,,,worry about it that’s that is nice but the rill and the walls memorial 
2054,,,walls [makes sound of cash register: all laugh]
2055,,Adrian,good well I think I know where I’m going now in terms of mitigation 
2056,2:03:00,,but again it would help me Angela if you would like to read that and if 
2057,,,you’d like to email me any comments or-
2058,,Angela,yes I’m very keen to keep the wild I mean the wildlife is probably my 
2059,,,fault because I’ve probably encouraged it by putting stuff out for the 
2060,,,foxes down there [laughs] and you know in a sense it’s going to be very 
2061,,,difficult for them to survive and wildlife survival when we develop over 
2062,,,on to the other side a development on to this side I mean at the moment 
2063,,,we’re on the edge of the rough area from here to calverton there’s not a 
2064,,,great deal between us and calverton and once they start to develop over 
2065,,,on that side then it’s you know the wildlife probably wouldn’t survive 
2066,,,very well anyway for us coz they obviously have access at the 
2067,,,moment to the green field sites opposite really and you know 
2068,,,concentrating them all here would be you know there’d be in fighting 
2069,,,and all sorts of things I should think and milton keynes has got a I 
2070,,,mean we’re not saying we wouldn’t increase it I did talk about to 
2071,,Chris ,about having a wildlife hut you know a a a bird um
2072,2:04:00,Adrian,hide
2073,,Angela,hide
2074,,Adrian,well funnily enough in there in the report there’s all sorts of other 
2075,,,mitigation recommendations that we could implement and I’d be very 
2076,,,keen to do that erm he’s recommended birds bird nest boxes bat 
2077,,,roosting boxes
2078,,Angela,yes
2079,,Adrian,bird feeding areas with a hide or viewing screen an insect garden for 
2080,,,butterflies and bees a sensory garden for those especially older visitors 
2081,,,who may be visually impaired which I think is lovely fruit trees again 
2082,,,it says some maintenance is required for fruit production but birds and 
2083,,,mammals would benefit from it
2084,,Angela,mmm
2085,,Adrian,and fruiting or seed-bearing plants for birds pond or bird baths well 
2086,,,we’ve got ponds you know it can be heavy on maintenance [Angela 
2087,,,coughs] and he’s talking about sculpture and natural materials well you 
2088,,,could think about that that would be nice
2089,,Angela,I mean there’s nothing to say in the book of remembrance couldn’t 
2090,,,incorporate a bird hide as well you could have a book of remembrance 
2091,2:05:00,,with a bird hide at the back of it as well
2092,,Adrian,whether they’d that would be in the right place I mean a bird hide 
2093,,,might be better located sort of somewhere over here rather than your 
2094,,,main parterre but he’s talking about information panels on the wildlife 
2095,,Angela,yes well perhaps you could give me some because I’ve asked him for 
2096,,,that already and I’m still waiting two years down the line for that
2097,,Adrian,yeah
2098,,Angela,he’s a very busy man Chris isn’t he I mean it is one thing to
2099,,Adrian,so so I’d really like your combined response to all these proposals of 
2100,,,mitigation because I’m quite happy to implement the lot and I I’d 
2101,,,really like to get your steer on it
2102,,Chris,well I mean as Angela says I mean we have been pushing for this 
2103,,Adrian,have you
2104,,Angela,yeah I’ve been asking for the bird my idea was originally for a bird 
2105,,,hide about four years ago
2106,,Adrian,oh right
2107,,Angela,from well would have been [looks at scheme] oh I can’t show you on 
2108,,,this without overlooking the seed part here for the bird hide he said 
2109,,,you can’t put a bird hide I said it won’t matter you know it would be 
2110,2:06:00,,lovely to sit here and look at all the birds here as I do and that you 
2111,,,know quite often if you creep up there on that bank you’ll see the fox 
2112,,,curled up so I mean I’m just as concerned about the development on 
2113,,,what I see as my garden my wildlife garden as he is in a way at the 
2114,,,same time I don’t think that we can’t resolve some of these things 
2115,,,because these are only this is only within our own making we’ve only 
2116,,,done this ourselves over the last sort of since at least eighty eight eighty 
2117,,,nine through laziness really I mean this used to be completely ploughed 
2118,,,through and nothing was done so you know what we’ve achieved in a few 
2119,,,years we could again do it that same here I’m not I’m quite happy to 
2120,,,implement all these
2121,,Adrian,lovely well that’s that’s very helpful
2122,,Angela,and people
2123,,Adrian,very encouraging
2124,,Angela,people that come to our grounds see it that that as a garden of eden 
2125,,,like I said you wouldn’t particularly want squirrels in your garden 
2126,,,particularly because you know they’re vermin and they’re not natural I 
2127,,,mean you’d like red squirrels but we haven’t got those we’re not 
2128,,,cardiff no erm carlisle crematorium where they’ve got red squirrels in 
2129,,,their grounds erm but we’ve got grey squirrels we’ve got muntjac deer 
2130,2:07:00,,that eat the roses and that cause vandalism if you had them in your 
2131,,,garden you would probably want to shoot them so people that come 
2132,,,here see it as being an area that is in a sense for them like a garden of 
2133,,,eden you wouldn’t do it because it means that there that it shows 
2134,,,there’s an area that cares and doesn’t worry about that it’s an area of 
2135,,,sort of spirituality heaven you know that sort of thing as they (think) 
2136,,,it so what we allow here is all the vermin that nobody else wants really 
2137,,,and people like that so we don’t discourage it and in a sense I’d like to 
2138,,,add more to it but we have a limited need to put this on the site and to 
2139,,,make sure it’s done properly and that takes up a lot of space doesn’t it 
2140,,,erm you know but we’ve got to do it erm
2141,,Chris,in doing it we’re trying to do it sympathetically aren’t we
2142,,Angela,yeah
2143,,Chris,so the idea that these car parks surrounded by woods 
2144,,Angela,yeah
2145,,Chris,it’s not just a bog standard square car park with a few trees it’s erm-
2146,,Angela,it’s some sort of you know adding to it but all this isn’t something that 
2147,1:08:00,,we haven’t already decided on I mean some of these things of 
2148,,,sculpture information I’ve asked them for years for information panels 
2149,,,but it’s like banging your head against the wall it’s like asking them to 
2150,,,sub give me some information for my webpage for wildlife that we’ve 
2151,,,got in here + + so you know this isn’t something that we haven’t 
2152,,,discussed already to be honest with
2153,,Adrian,excellent well lets implement the lot then lets do it great well that’s 
2154,,,really really helpful next item on the agenda is costs what do you 
2155,,,think it’s going to cost then Chris [all laugh]
2156,,Angela,I think I think between eight and twelve million +
2157,,Adrian,lower
2158,,Angela,oh is it oh what present day price then so six million 
2159,,Adrian,well lower than that
2160,,Angela,four
2161,,Adrian,well you’re getting warmer now getting warmer still lower than that
2162,,Chris,for the whole
2163,,Adrian,for the whole shooting match including landscaping but excluding 
2164,1:09:00,,vat and excluding all fees our quantity surveyor says you can have 
2165,,,the building and the landscaping soft landscaping hard landscaping 
2166,,,three point six five million all in
2167,,Chris,well done then
2168,,Angela,well that’s it where do we sign
2169,,Chris,does that include the cremators
2170,,Adrian,includes the cremators
2171,,Chris,including the cremators
2172,,Adrian,the cremators are only five hundred and eighty odd thousand pounds all 
2173,,,in + + +
2174,,Angela,with the mercury filtration are they
2175,,Adrian,yup
2176,,Chris,that’s cheaper than buying them in
2177,,Angela,yes I think there was some discussion there was something they said 
2178,,,about that wasn’t there I think the man from facultatieve had said 
2179,,,something about that I think coz we’re getting two machines wasn’t 
2180,,,it if we’d got one machine it would have been more I can’t remember 
2181,,,there was something discussed about that 
2182,,Adrian,yeah /it was\
2183,,Angela,/there was something\ wasn’t there
2184,,Adrian,much more economical to buy
2185,,Angela,/or could get two machines\
2186,,Adrian,/two machines\ than the one now I’ve discussed with facultatieve all 
2187,,,the the options that they listed at the end of their quotation and erm
2188,1:10:00,,they’ve put all sorts of options in basically you’d need to take on board 
2189,,,all of them in his opinion the options include and extra large cremator
2190,,,for 
2191,,Angela,for /bigger\ 
2192,,Adrian,/folks\ 
2193,,Angela,people
2194,,Adrian,my size
2195,,Angela,and ladies my size too I’m building up to getting stuck in the cremator 
2196,,,doors that’s what I’m building up to [all laugh]
2197,,Angela,they won’t forget me when they cremate me that’s what I’m looking 
2198,,,for yes
2199,,Adrian,and that’ll cost you another seven and a quarter thousand pounds 
2200,,Angela,ok
2201,,Adrian,automatic soot blowing apparently is is very important because it will 
2202,,,increase the lifespan of your cremators it’s very important for the 
2203,,,maintenance but that’s twenty-five thousand
2204,,Angela,soot ( )
2205,,Adrian,automatic cremulator and remains transfer cabinet well that’s sixteen 
2206,,,thousand pounds they recommend it but you have some concerns about 
2207,,,[Angela coughs] whether it’s really needed 
2208,,Angela,well yes I mean that’s as they develop and things change I mean 
2209,,,that’s a possibility 
2210,,Adrian,ok
2211,,Angela,yep
2212,1:11:00,Adrian,and the last one is a coffin and table charger this is all to do with 
2213,,,health and safety of people pushing heavy coffins into the cremator er 
2214,,,that’s fifteen thousand pounds but that’s an automatic device to sort of 
2215,,,pull a lever and then the coffin pushed in to the cremator
2216,,Chris,hmm
2217,,Adrian,it’s recommended that you go for all those options so that brings the 
2218,,,cost up from five hundred and twenty five to about five hundred and 
2219,,,eighty as I recall
2220,,Angela,(a boiler) a gas flue gas oh right OK  yes flue gas boiler sonic blast 
2221,,,cleaning boiler tubes + + + + +
2222,,Chris,(information) to see that’s twin boilers (where it is) 
2223,,Angela,well would it would you only have one boiler between (sets)
2224,,Chris,oh you’ve only got one boiler haven’t you yes that’s right we’re 
2225,,,talking about the flue treatment
2226,,Angela,flue treatment yep
2227,2:12:00,Chris,flue treatment boiler not the major ( ) + + +
2228,,Angela,not too sure about that
2229,,Chris,no
2230,,Angela,but it might be that they they have to do some additions and changes
2231,,,and if they say well you can have those machines and the ft2s I mean 
2232,,,why the so that’s + FT3s and ft2s 
2233,,Chris,one thing I did notice when we were looking at the plans 
2234,,,where the cremators are going is the lack of space at the ash end
2235,,Adrian,[pulls out a drawing] erm I thought facultatieve were happy with that I 
2236,,,worked it up with them 
2237,,Chris,if you look at the current one see the space in front what you’ve got is 
2238,,Angela,for /raking out\
2239,,Chris,/raking out\ 
2240,,Adrian,yeah I think
2241,,Chris,you’ve got a big long handled pole
2242,,Adrian,yeah the idea is that you’ve got all this space here to to sort of do that 
2243,,,operation 
2244,,Angela,what are those two items there (I can’t see them)
2245,,Adrian,this is the bag filter and this is the boiler
2246,2:13:00,Angela,well are they on the roof or are they in the room
2247,,Adrian,they are in the room I think somewhere I’ve got a copy of their 
2248,,,drawing [searches for drawing] (I intended to bring it) + where they set 
2249,,,out where they put them
2250,,Angela,oh this was the mercury filtration things wasn’t it yeah
2251,,Adrian,(this might be it) I had intended to bring a copy of their drawings I beg 
2252,,,your pardon if I didn’t I haven’t got it
2253,,Chris,[looking at sample of stone] are these ( ) is this a facing material
2254,,Adrian,no that’s just a thin slice of the face of the block the actual block itself 
2255,,,would be about hundred to a hundred and twenty five wide on the outer 
2256,,,leaf
2257,,Chris,right
2258,,Adrian,and this particular this is actually bonded to a standard block so you 
2259,,,pay for that much [points] granite but it’s built as part of a block that 
2260,,,that’s wide 
2261,,Angela,that’s the centre that would the seating areas round so they’re blocks
2262,,Chris,no no they’re hang hung on
2263,,Angela,hung on
2264,,Adrian,hung on ( ) 
2265,,Angela,oh right yeah
2266,2:14:00,Adrian,but this comes probably cement bonded to the actual block this I’d like 
2267,,,to use in quite thin bands I think but I think it adds a touch of class if 
2268,,,you like to that basic 
2269,,Chris,hmm
2270,,Adrian,block
2271,,Angela,I just we haven’t never had it and I hope we never do but things like 
2272,,,graffiti and things like that you know (strike through) being a 
2273,,,possibility if we start having (services) you shouldn’t have a problem 
2274,,,really and concrete of course concrete’s not very environmentally 
2275,,,friendly is it I suppose do we they say they moan about that on the 
2276,,,house building show you have to plant things in the building as sort of 
2277,,,there we are I mean I quite like the I like I mean would it be rough 
2278,,,like this parts of it would be rough
2279,,Adrian,I think the whole /idea\
2280,,Angela,/coarse\
2281,,Adrian,is that this is all quite coarse surface and you contrast the coarseness of 
2282,,,the wall with the smoothness of the concrete 
2283,,Angela,yeah
2284,,Adrian,and the smoothness of the granite 
2285,,Angela,hmm yeah
2286,,Adrian,erm I thought that was quite a nice contrast 
2287,,Angela,well I quite like the quartziness in that as well quite nice
2288,,Chris,yeah
2289,,Angela,perhaps we yeah
2290,2:15:00,Chris,how big are these
2291,,Adrian,the blocks themselves would be erm four hundred and forty millimetres 
2292,,,long by two hundred and fifty millimetres high but if they could be 
2293,,,lowered they might be only a hundred and forty [Angela coughs]
2294,,Chris,yeah 
2295,,Adrian,erm I haven’t made those precise decisions yet 
2296,,Chris,no no + no no
2297,,Adrian,that’s the sort of size that we’d be getting 
2298,,Chris,yeah OK and this is for external and internal or
2299,,Adrian,erm that’s primarily for external for internal I haven’t quite made up 
2300,,,my mind [searches for papers] internal I might want a plain white block 
2301,,,there was another block somewhere I brought which I was considering for 
2302,,,internal use not entirely convinced about it it was something like that 
2303,,,[shows sample] again that would come bonded to a block but (far I’m 
2304,,,carried on) [laughs] that one actually just a simple white block is all we 
2305,,,need internally which would like more like the back of that 
2306,,Angela,( ) what’s the yeah what’s is it like that both sides 
2307,,Adrian,this is a silver-grey brushed block +
2308,2:16:00,Angela,see that’s a different + it’s the other reverse isn’t it 
2309,,Chris,that’s the back + +
2310,,Angela,hmmm and that’s concrete as well 
2311,,Adrian,yeah + but that’s how I see the interior as a smooth block face so it 
2312,,,might be smooth internally and /course externally\
2313,,Angela,/I quite like that\
2314,,Chris,yeah that is nice
2315,,Angela,compared to that 
2316,,Chris,I don’t like that
2317,,Angela,not particularly 
2318,,Adrian,no lets put that one away [laughs] (I don’t like it myself)  
2319,,Angela,I quite like that that although it’s obviously the reverse of it I know 
2320,,,it’s the reverse but that’s I quite like that with the the erm that bits 
2321,,,the bigger bits in it I mean + chunks I don’t know what you’d call them 
2322,,Adrian,aggregate 
2323,,Chris,yeah
2324,,Adrian,the aggregate’s inside it 
2325,,Angela,and would the granite also have the silvery this pearlious effect as 
2326,,,well would that (be)
2327,,Adrian,it would be just like that I mean it
2328,,Angela,I mean /this is like a bluebell\
2329,,Adrian,/depending on what these things\
2330,,Angela,headstone this is what yeah which is a you can get a bluey colour 
2331,2:17:00,,with this sort of silver flecking in which is obviously a + yeah + so I’ve 
2332,,,got some interest but I mean the funeral directors will have a some of 
2333,,,them will have a big interest in the granite type you wait that’ll be the 
2334,,,big ‘cause that’s their knowledge I mean they know quite a lot about 
2335,,,granites and + yeah
